requirement_id,sentence,time_behavior,resource_utilization,efficiency_compliance,others
RQ2976,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ2977,Optimize network quickly!,0,0,0,1
RQ2978,Optimize network quickly!,0,0,0,1
RQ2979,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ2980,Handle in short time.,1,0,0,0
RQ2981,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ2982,Compliance with city regulations for efficient traffic handling is required.,0,0,1,0
RQ2983,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ2984,CPU never exceed 50% ideally,0,1,0,0
RQ2985,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ2986,Adjust according to flow,1,0,0,0
RQ2987,The system must comply with international performance standards.,0,0,1,0
RQ2988,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ2989,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ2990,Memory use limit: low priority,0,1,0,0
RQ2991,,0,0,0,1
RQ2992,,0,0,0,1
RQ2993,,0,0,0,1
RQ2994,Follow national specs,0,0,1,0
RQ2995,Traffic system should cap network usage at 15% during off-peak.,0,1,0,0
RQ2996,System response time should be under 1 second for emergency signals.,1,0,0,0
RQ2997,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ2998,Ensure updates every second during peak hours to avoid traffic build-up.,1,0,0,0
RQ2999,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ3000,Traffic updates every moment,1,0,0,0
RQ3001,Compliance with city regulations for efficient traffic handling is required.,0,0,1,0
RQ3002,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ3003,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ3004,Adjust according to flow,1,0,0,0
RQ3005,,0,0,0,1
RQ3006,Traffic updates every moment,1,0,0,0
RQ3007,Memory use limit: low priority,0,1,0,0
RQ3008,CPU never exceed 50% ideally,0,1,0,0
RQ3009,Emergency vehicle prioritization updates must occur in 1 second.,1,0,0,0
RQ3010,Follow national standards for traffic resource optimization.,0,0,1,0
RQ3011,Ensure fast ops!!,1,0,0,0
RQ3012,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ3013,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ3014,Memory use limit: low priority,0,1,0,0
RQ3015,,0,0,0,1
RQ3016,Handle in short time.,1,0,0,0
RQ3017,Memory use limit: low priority,0,1,0,0
RQ3018,Follow efficiency benchmarks to manage real-time traffic flow.,0,0,1,0
RQ3019,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ3020,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ3021,Signal adjustments should maintain less than 2 seconds delay at intersections.,1,0,0,0
RQ3022,System should limit storage usage to 40% under regular load.,0,1,0,0
RQ3023,Maintain efficiency standard 100%,0,0,1,0
RQ3024,Follow national specs,0,0,1,0
RQ3025,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ3026,Follow national specs,0,0,1,0
RQ3027,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ3028,Ensure fast ops!!,1,0,0,0
RQ3029,"System should handle 15,000 connections without speed degradation.",1,0,0,0
RQ3030,Ensure real-time data exchange with less than 1-second delay.,1,0,0,0
RQ3031,Signal adjustments should maintain less than 2 seconds delay at intersections.,1,0,0,0
RQ3032,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ3033,Memory use limit: low priority,0,1,0,0
RQ3034,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ3035,Ensure fast ops!!,1,0,0,0
RQ3036,"System should handle 15,000 connections without speed degradation.",1,0,0,0
RQ3037,,0,0,0,1
RQ3038,,0,0,0,1
RQ3039,System response time should be under 1 second for emergency signals.,1,0,0,0
RQ3040,Handle in short time.,1,0,0,0
RQ3041,Memory use limit: low priority,0,1,0,0
RQ3042,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ3043,,0,0,0,1
RQ3044,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ3045,Follow efficiency benchmarks to manage real-time traffic flow.,0,0,1,0
RQ3046,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ3047,Ensure updates every second during peak hours to avoid traffic build-up.,1,0,0,0
RQ3048,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ3049,,0,0,0,1
RQ3050,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ3051,Signal adjustments should maintain less than 2 seconds delay at intersections.,1,0,0,0
RQ3052,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ3053,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ3054,Adjust according to flow,1,0,0,0
RQ3055,Ensure fast ops!!,1,0,0,0
RQ3056,CPU never exceed 50% ideally,0,1,0,0
RQ3057,Signal adjustments should maintain less than 2 seconds delay at intersections.,1,0,0,0
RQ3058,Follow national specs,0,0,1,0
RQ3059,Maintain efficiency standard 100%,0,0,1,0
RQ3060,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ3061,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ3062,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ3063,Follow national specs,0,0,1,0
RQ3064,,0,0,0,1
RQ3065,Adjust according to flow,1,0,0,0
RQ3066,Adjust according to flow,1,0,0,0
RQ3067,Emergency vehicle prioritization updates must occur in 1 second.,1,0,0,0
RQ3068,Follow national specs,0,0,1,0
RQ3069,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ3070,Handle in short time.,1,0,0,0
RQ3071,Adjust according to flow,1,0,0,0
RQ3072,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ3073,Traffic updates every moment,1,0,0,0
RQ3074,Follow national specs,0,0,1,0
RQ3075,"System should handle 15,000 connections without speed degradation.",1,0,0,0
RQ3076,Traffic updates every moment,1,0,0,0
RQ3077,CPU never exceed 50% ideally,0,1,0,0
RQ3078,System should limit storage usage to 40% under regular load.,0,1,0,0
RQ3079,Handle in short time.,1,0,0,0
RQ3080,CPU never exceed 50% ideally,0,1,0,0
RQ3081,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ3082,,0,0,0,1
RQ3083,Follow efficiency benchmarks to manage real-time traffic flow.,0,0,1,0
RQ3084,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ3085,System should limit storage usage to 40% under regular load.,0,1,0,0
RQ3086,Traffic system should cap network usage at 15% during off-peak.,0,1,0,0
RQ3087,Follow national specs,0,0,1,0
RQ3088,The system must comply with international performance standards.,0,0,1,0
RQ3089,CPU never exceed 50% ideally,0,1,0,0
RQ3090,System should limit storage usage to 40% under regular load.,0,1,0,0
RQ3091,Optimize network quickly!,0,0,0,1
RQ3092,Follow national standards for traffic resource optimization.,0,0,1,0
RQ3093,,0,0,0,1
RQ3094,Ensure fast ops!!,1,0,0,0
RQ3095,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ3096,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ3097,Follow national specs,0,0,1,0
RQ3098,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ3099,,0,0,0,1
RQ3100,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ3101,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ3102,CPU never exceed 50% ideally,0,1,0,0
RQ3103,Follow efficiency benchmarks to manage real-time traffic flow.,0,0,1,0
RQ3104,Handle in short time.,1,0,0,0
RQ3105,,0,0,0,1
RQ3106,Adjust according to flow,1,0,0,0
RQ3107,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ3108,Emergency vehicle prioritization updates must occur in 1 second.,1,0,0,0
RQ3109,Optimize network quickly!,0,0,0,1
RQ3110,CPU never exceed 50% ideally,0,1,0,0
RQ3111,,0,0,0,1
RQ3112,Traffic updates every moment,1,0,0,0
RQ3113,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ3114,The system must comply with international performance standards.,0,0,1,0
RQ3115,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ3116,Maintain efficiency standard 100%,0,0,1,0
RQ3117,Follow national specs,0,0,1,0
RQ3118,Ensure real-time data exchange with less than 1-second delay.,1,0,0,0
RQ3119,Follow national standards for traffic resource optimization.,0,0,1,0
RQ3120,Follow national specs,0,0,1,0
RQ3121,System response time should be under 1 second for emergency signals.,1,0,0,0
RQ3122,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ3123,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ3124,Ensure updates every second during peak hours to avoid traffic build-up.,1,0,0,0
RQ3125,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ3126,Adjust according to flow,1,0,0,0
RQ3127,Handle in short time.,1,0,0,0
RQ3128,System should limit storage usage to 40% under regular load.,0,1,0,0
RQ3129,Ensure real-time data exchange with less than 1-second delay.,1,0,0,0
RQ3130,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ3131,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ3132,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ3133,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ3134,,0,0,0,1
RQ3135,Handle in short time.,1,0,0,0
RQ3136,Adjust according to flow,1,0,0,0
RQ3137,,0,0,0,1
RQ3138,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ3139,,0,0,0,1
RQ3140,Optimize network quickly!,0,0,0,1
RQ3141,,0,0,0,1
RQ3142,Memory use limit: low priority,0,1,0,0
RQ3143,Handle in short time.,1,0,0,0
RQ3144,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ3145,Ensure fast ops!!,1,0,0,0
RQ3146,,0,0,0,1
RQ3147,,0,0,0,1
RQ3148,CPU never exceed 50% ideally,0,1,0,0
RQ3149,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ3150,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ3151,,0,0,0,1
RQ3152,Handle in short time.,1,0,0,0
RQ3153,Memory use limit: low priority,0,1,0,0
RQ3154,Memory use limit: low priority,0,1,0,0
RQ3155,Ensure real-time data exchange with less than 1-second delay.,1,0,0,0
RQ3156,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ3157,,0,0,0,1
RQ3158,Ensure fast ops!!,1,0,0,0
RQ3159,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ3160,Follow national specs,0,0,1,0
RQ3161,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ3162,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ3163,Memory use limit: low priority,0,1,0,0
RQ3164,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ3165,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ3166,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ3167,Memory use limit: low priority,0,1,0,0
RQ3168,Memory use limit: low priority,0,1,0,0
RQ3169,Traffic system should cap network usage at 15% during off-peak.,0,1,0,0
RQ3170,Ensure real-time data exchange with less than 1-second delay.,1,0,0,0
RQ3171,"System should handle 15,000 connections without speed degradation.",1,0,0,0
RQ3172,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ3173,,0,0,0,1
RQ3174,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ3175,Follow national specs,0,0,1,0
RQ3176,System response time should be under 1 second for emergency signals.,1,0,0,0
RQ3177,,0,0,0,1
RQ3178,System should limit storage usage to 40% under regular load.,0,1,0,0
RQ3179,Maintain efficiency standard 100%,0,0,1,0
RQ3180,Follow efficiency benchmarks to manage real-time traffic flow.,0,0,1,0
RQ3181,Traffic updates every moment,1,0,0,0
RQ3182,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ3183,Follow national specs,0,0,1,0
RQ3184,Memory use limit: low priority,0,1,0,0
RQ3185,CPU never exceed 50% ideally,0,1,0,0
RQ3186,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ3187,Optimize network quickly!,0,0,0,1
RQ3188,,0,0,0,1
RQ3189,Follow national specs,0,0,1,0
RQ3190,Follow national specs,0,0,1,0
RQ3191,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ3192,Follow efficiency benchmarks to manage real-time traffic flow.,0,0,1,0
RQ3193,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ3194,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ3195,"System should handle 15,000 connections without speed degradation.",1,0,0,0
RQ3196,Adjust according to flow,1,0,0,0
RQ3197,Follow national specs,0,0,1,0
RQ3198,Handle in short time.,1,0,0,0
RQ3199,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ3200,System should limit storage usage to 40% under regular load.,0,1,0,0
RQ3201,The system must comply with international performance standards.,0,0,1,0
RQ3202,Emergency vehicle prioritization updates must occur in 1 second.,1,0,0,0
RQ3203,,0,0,0,1
RQ3204,,0,0,0,1
RQ3205,Follow national specs,0,0,1,0
RQ3206,The system must comply with international performance standards.,0,0,1,0
RQ3207,Memory use limit: low priority,0,1,0,0
RQ3208,,0,0,0,1
RQ3209,Optimize network quickly!,0,0,0,1
RQ3210,Traffic updates every moment,1,0,0,0
RQ3211,,0,0,0,1
RQ3212,Follow national specs,0,0,1,0
RQ3213,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ3214,Ensure fast ops!!,1,0,0,0
RQ3215,Traffic system should cap network usage at 15% during off-peak.,0,1,0,0
RQ3216,Ensure no more than 25% network consumption in high-density zones.,0,1,0,0
RQ3217,,0,0,0,1
RQ3218,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ3219,Memory use limit: low priority,0,1,0,0
RQ3220,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ3221,Optimize network quickly!,0,0,0,1
RQ3222,CPU never exceed 50% ideally,0,1,0,0
RQ3223,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ3224,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ3225,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ3226,Compliance with city regulations for efficient traffic handling is required.,0,0,1,0
RQ3227,Follow national standards for traffic resource optimization.,0,0,1,0
RQ3228,Handle in short time.,1,0,0,0
RQ3229,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ3230,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ3231,Maintain efficiency standard 100%,0,0,1,0
RQ3232,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ3233,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ3234,System response time should be under 1 second for emergency signals.,1,0,0,0
RQ3235,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ3236,CPU never exceed 50% ideally,0,1,0,0
RQ3237,Handle in short time.,1,0,0,0
RQ3238,"System should handle 15,000 connections without speed degradation.",1,0,0,0
RQ3239,The system must comply with international performance standards.,0,0,1,0
RQ3240,Handle in short time.,1,0,0,0
RQ3241,Adjust according to flow,1,0,0,0
RQ3242,System should limit storage usage to 40% under regular load.,0,1,0,0
RQ3243,Follow national standards for traffic resource optimization.,0,0,1,0
RQ3244,Follow national specs,0,0,1,0
RQ3245,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ3246,Follow national specs,0,0,1,0
RQ3247,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
